date,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,new_cases,new_deaths,total_cases,total_deaths
2020-01-22,Anhui,China,1/22/2020 17:00,1,0,0,32,0,310,6
2020-01-22,Beijing,China,1/22/2020 17:00,14,0,0,32,0,310,6
2020-01-22,Chongqing,China,1/22/2020 17:00,6,0,0,32,0,310,6
2020-01-22,Fujian,China,1/22/2020 17:00,1,0,0,32,0,310,6
2020-01-22,Gansu,China,1/22/2020 17:00,0,0,0,32,0,310,6
2020-01-22,Guangdong,China,1/22/2020 17:00,26,0,0,32,0,310,6
2020-01-22,Guangxi,China,1/22/2020 17:00,2,0,0,32,0,310,6
2020-01-22,Guizhou,China,1/22/2020 17:00,1,0,0,32,0,310,6
2020-01-22,Hainan,China,1/22/2020 17:00,4,0,0,32,0,310,6
2020-01-22,Hebei,China,1/22/2020 17:00,1,0,0,32,0,310,6
2020-01-22,Heilongjiang,China,1/22/2020 17:00,0,0,0,32,0,310,6
2020-01-22,Henan,China,1/22/2020 17:00,5,0,0,32,0,310,6
2020-01-22,Hubei,China,1/22/2020 17:00,444,17,28,32,0,310,6
2020-01-22,Hunan,China,1/22/2020 17:00,4,0,0,32,0,310,6
2020-01-22,Inner Mongolia,China,1/22/2020 17:00,0,0,0,32,0,310,6
2020-01-22,Jiangsu,China,1/22/2020 17:00,1,0,0,32,0,310,6
2020-01-22,Jiangxi,China,1/22/2020 17:00,2,0,0,32,0,310,6
2020-01-22,Jilin,China,1/22/2020 17:00,0,0,0,32,0,310,6
2020-01-22,Liaoning,China,1/22/2020 17:00,2,0,0,32,0,310,6
2020-01-22,Ningxia,China,1/22/2020 17:00,1,0,0,32,0,310,6
2020-01-22,Qinghai,China,1/22/2020 17:00,0,0,0,32,0,310,6
2020-01-22,Shaanxi,China,1/22/2020 17:00,0,0,0,32,0,310,6
2020-01-22,Shandong,China,1/22/2020 17:00,2,0,0,32,0,310,6
2020-01-22,Shanghai,China,1/22/2020 17:00,9,0,0,32,0,310,6
2020-01-22,Shanxi,China,1/22/2020 17:00,1,0,0,32,0,310,6
2020-01-22,Sichuan,China,1/22/2020 17:00,5,0,0,32,0,310,6
2020-01-22,Tianjin,China,1/22/2020 17:00,4,0,0,32,0,310,6
2020-01-22,Tibet,China,1/22/2020 17:00,0,0,0,32,0,310,6
2020-01-22,Xinjiang,China,1/22/2020 17:00,0,0,0,32,0,310,6
2020-01-22,Yunnan,China,1/22/2020 17:00,1,0,0,32,0,310,6
2020-01-22,Zhejiang,China,1/22/2020 17:00,10,0,0,32,0,310,6
2020-01-22,Hong Kong,Hong Kong,1/22/2020 17:00,0,0,0,0,0,0,0
2020-01-22,Macau,Macau,1/22/2020 17:00,1,0,0,0,0,0,0
2020-01-22,Taiwan,Taiwan,1/22/2020 17:00,1,0,0,0,0,0,0
2020-01-22,Washington,United States,1/22/2020 17:00,1,0,0,0,0,0,0
2020-01-22,Unknown,Japan,1/22/2020 17:00,2,0,0,0,0,1,0
2020-01-22,Unknown,Thailand,1/22/2020 17:00,2,0,0,0,0,2,0
2020-01-22,Unknown,South Korea,1/22/2020 17:00,1,0,0,0,0,1,0
2020-01-23,Anhui,China,1/23/20 17:00,9,0,0,264,11,574,17
2020-01-23,Beijing,China,1/23/20 17:00,22,0,0,264,11,574,17
2020-01-23,Chongqing,China,1/23/20 17:00,9,0,0,264,11,574,17
2020-01-23,Fujian,China,1/23/20 17:00,5,0,0,264,11,574,17
2020-01-23,Gansu,China,1/23/20 17:00,2,0,0,264,11,574,17
2020-01-23,Guangdong,China,1/23/20 17:00,32,0,2,264,11,574,17
2020-01-23,Guangxi,China,1/23/20 17:00,5,0,0,264,11,574,17
2020-01-23,Guizhou,China,1/23/20 17:00,3,0,0,264,11,574,17
2020-01-23,Hainan,China,1/23/20 17:00,5,0,0,264,11,574,17
2020-01-23,Hebei,China,1/23/20 17:00,1,1,0,264,11,574,17
2020-01-23,Heilongjiang,China,1/23/20 17:00,2,0,0,264,11,574,17
2020-01-23,Henan,China,1/23/20 17:00,5,0,0,264,11,574,17
2020-01-23,Hubei,China,1/23/20 17:00,444,17,28,264,11,574,17
2020-01-23,Hunan,China,1/23/20 17:00,9,0,0,264,11,574,17
2020-01-23,Inner Mongolia,China,1/23/20 17:00,0,0,0,264,11,574,17
2020-01-23,Jiangsu,China,1/23/20 17:00,5,0,0,264,11,574,17
2020-01-23,Jiangxi,China,1/23/20 17:00,7,0,0,264,11,574,17
2020-01-23,Jilin,China,1/23/20 17:00,1,0,0,264,11,574,17
2020-01-23,Liaoning,China,1/23/20 17:00,3,0,0,264,11,574,17
2020-01-23,Ningxia,China,1/23/20 17:00,1,0,0,264,11,574,17
2020-01-23,Qinghai,China,1/23/20 17:00,0,0,0,264,11,574,17
2020-01-23,Shaanxi,China,1/23/20 17:00,3,0,0,264,11,574,17
2020-01-23,Shandong,China,1/23/20 17:00,6,0,0,264,11,574,17
2020-01-23,Shanghai,China,1/23/20 17:00,16,0,0,264,11,574,17
2020-01-23,Shanxi,China,1/23/20 17:00,1,0,0,264,11,574,17
2020-01-23,Sichuan,China,1/23/20 17:00,8,0,0,264,11,574,17
2020-01-23,Tianjin,China,1/23/20 17:00,4,0,0,264,11,574,17
2020-01-23,Tibet,China,1/23/20 17:00,0,0,0,264,11,574,17
2020-01-23,Xinjiang,China,1/23/20 17:00,2,0,0,264,11,574,17
2020-01-23,Yunnan,China,1/23/20 17:00,2,0,0,264,11,574,17
2020-01-23,Zhejiang,China,1/23/20 17:00,27,0,0,264,11,574,17
2020-01-23,Hong Kong,Hong Kong,1/23/20 17:00,2,0,0,0,0,0,0
2020-01-23,Macau,Macau,1/23/20 17:00,2,0,0,0,0,0,0
2020-01-23,Taiwan,Taiwan,1/23/20 17:00,1,0,0,0,0,0,0
2020-01-23,Washington,United States,1/23/20 17:00,1,0,0,0,0,1,0
2020-01-23,Unknown,Japan,1/23/20 17:00,1,0,0,0,0,1,0
2020-01-23,Unknown,Thailand,1/23/20 17:00,3,0,0,2,0,4,0
2020-01-23,Unknown,South Korea,1/23/20 17:00,1,0,0,0,0,1,0
2020-01-23,Unknown,Singapore,1/23/20 17:00,1,0,0,0,0,0,0
2020-01-23,Unknown,Philippines,1/23/20 17:00,0,0,0,0,0,0,0
2020-01-23,Unknown,Malaysia,1/23/20 17:00,0,0,0,0,0,0,0
2020-01-23,Unknown,Vietnam,1/23/20 17:00,2,0,0,0,0,0,0
2020-01-23,Unknown,Australia,1/23/20 17:00,0,0,0,0,0,0,0
2020-01-23,Unknown,Mexico,1/23/20 17:00,0,0,0,0,0,0,0
2020-01-23,Unknown,Brazil,1/23/20 17:00,0,0,0,0,0,0,0
2020-01-23,Unknown,Colombia,1/23/20 17:00,0,0,0,0,0,0,0
2020-01-24,Hubei,China,1/24/20 17:00,549,24,31,261,8,835,25
2020-01-24,Guangdong,China,1/24/20 17:00,53,0,2,261,8,835,25
2020-01-24,Zhejiang,China,1/24/20 17:00,43,0,1,261,8,835,25
2020-01-24,Beijing,China,1/24/20 17:00,36,0,1,261,8,835,25
2020-01-24,Chongqing,China,1/24/20 17:00,27,0,0,261,8,835,25
2020-01-24,Hunan,China,1/24/20 17:00,24,0,0,261,8,835,25
2020-01-24,Guangxi,China,1/24/20 17:00,23,0,0,261,8,835,25
2020-01-24,Shanghai,China,1/24/20 17:00,20,0,1,261,8,835,25
2020-01-24,Jiangxi,China,1/24/20 17:00,18,0,0,261,8,835,25
2020-01-24,Sichuan,China,1/24/20 17:00,15,0,0,261,8,835,25
2020-01-24,Shandong,China,1/24/20 17:00,15,0,0,261,8,835,25
2020-01-24,Anhui,China,1/24/20 17:00,15,0,0,261,8,835,25
2020-01-24,Fujian,China,1/24/20 17:00,10,0,0,261,8,835,25
2020-01-24,Henan,China,1/24/20 17:00,9,0,0,261,8,835,25
2020-01-24,Jiangsu,China,1/24/20 17:00,9,0,0,261,8,835,25
2020-01-24,Hainan,China,1/24/20 17:00,8,0,0,261,8,835,25
2020-01-24,Tianjin,China,1/24/20 17:00,8,0,0,261,8,835,25
2020-01-24,Yunnan,China,1/24/20 17:00,5,0,0,261,8,835,25
2020-01-24,Shaanxi,China,1/24/20 17:00,5,0,0,261,8,835,25
2020-01-24,Heilongjiang,China,1/24/20 17:00,4,1,0,261,8,835,25
2020-01-24,Liaoning,China,1/24/20 17:00,4,0,0,261,8,835,25
2020-01-24,Guizhou,China,1/24/20 17:00,3,0,0,261,8,835,25
2020-01-24,Jilin,China,1/24/20 17:00,3,0,0,261,8,835,25
2020-01-24,Ningxia,China,1/24/20 17:00,2,0,0,261,8,835,25
2020-01-24,Hebei,China,1/24/20 17:00,2,1,0,261,8,835,25
2020-01-24,Gansu,China,1/24/20 17:00,2,0,0,261,8,835,25
2020-01-24,Xinjiang,China,1/24/20 17:00,2,0,0,261,8,835,25
2020-01-24,Shanxi,China,1/24/20 17:00,1,0,0,261,8,835,25
2020-01-24,Inner Mongolia,China,1/24/20 17:00,1,0,0,261,8,835,25
2020-01-24,Qinghai,China,1/24/20 17:00,0,0,0,261,8,835,25
2020-01-24,Taiwan,Taiwan,1/24/20 17:00,3,0,0,0,0,0,0
2020-01-24,Hong Kong,Hong Kong,1/24/20 17:00,2,0,0,0,0,0,0
2020-01-24,Macau,Macau,1/24/20 17:00,2,0,0,0,0,0,0
2020-01-24,Washington,United States,1/24/20 17:00,1,0,0,0,0,1,0
2020-01-24,Chicago,United States,1/24/20 17:00,1,0,0,0,0,1,0
2020-01-24,Unknown,Japan,1/24/20 17:00,2,0,0,0,0,1,0
2020-01-24,Unknown,Thailand,1/24/20 17:00,5,0,0,0,0,4,0
2020-01-24,Unknown,South Korea,1/24/20 17:00,2,0,0,1,0,2,0
2020-01-24,Unknown,Singapore,1/24/20 17:00,3,0,0,0,0,1,0
2020-01-24,Unknown,Vietnam,1/24/20 17:00,2,0,0,0,0,2,0
2020-01-24,Unknown,France,1/24/20 17:00,2,0,0,0,0,0,0
2020-01-25,Hubei,China,1/25/20 17:00,761,40,32,462,16,1297,41
2020-01-25,Guangdong,China,1/25/20 17:00,78,0,2,462,16,1297,41
2020-01-25,Zhejiang,China,1/25/20 17:00,62,0,1,462,16,1297,41
2020-01-25,Chongqing,China,1/25/20 17:00,57,0,0,462,16,1297,41
2020-01-25,Hunan,China,1/25/20 17:00,43,0,0,462,16,1297,41
2020-01-25,Beijing,China,1/25/20 17:00,41,0,2,462,16,1297,41
2020-01-25,Anhui,China,1/25/20 17:00,39,0,0,462,16,1297,41
2020-01-25,Shanghai,China,1/25/20 17:00,33,0,1,462,16,1297,41
2020-01-25,Henan,China,1/25/20 17:00,32,0,0,462,16,1297,41
2020-01-25,Sichuan,China,1/25/20 17:00,28,0,0,462,16,1297,41
2020-01-25,Shandong,China,1/25/20 17:00,27,0,0,462,16,1297,41
2020-01-25,Guangxi,China,1/25/20 17:00,23,0,0,462,16,1297,41
2020-01-25,Hainan,China,1/25/20 17:00,19,0,0,462,16,1297,41
2020-01-25,Jiangxi,China,1/25/20 17:00,18,0,0,462,16,1297,41
2020-01-25,Fujian,China,1/25/20 17:00,18,0,0,462,16,1297,41
2020-01-25,Jiangsu,China,1/25/20 17:00,18,0,1,462,16,1297,41
2020-01-25,Liaoning,China,1/25/20 17:00,17,0,0,462,16,1297,41
2020-01-25,Shaanxi,China,1/25/20 17:00,15,0,0,462,16,1297,41
2020-01-25,Yunnan,China,1/25/20 17:00,11,0,0,462,16,1297,41
2020-01-25,Tianjin,China,1/25/20 17:00,10,0,0,462,16,1297,41
2020-01-25,Heilongjiang,China,1/25/20 17:00,9,1,0,462,16,1297,41
2020-01-25,Hebei,China,1/25/20 17:00,8,1,0,462,16,1297,41
2020-01-25,Inner Mongolia,China,1/25/20 17:00,7,0,0,462,16,1297,41
2020-01-25,Shanxi,China,1/25/20 17:00,6,0,0,462,16,1297,41
2020-01-25,Guizhou,China,1/25/20 17:00,4,0,0,462,16,1297,41
2020-01-25,Jilin,China,1/25/20 17:00,4,0,0,462,16,1297,41
2020-01-25,Gansu,China,1/25/20 17:00,4,0,0,462,16,1297,41
2020-01-25,Ningxia,China,1/25/20 17:00,3,0,0,462,16,1297,41
2020-01-25,Xinjiang,China,1/25/20 17:00,3,0,0,462,16,1297,41
2020-01-25,Qinghai,China,1/25/20 17:00,1,0,0,462,16,1297,41
2020-01-25,Hong Kong,Hong Kong,1/25/20 17:00,5,0,0,0,0,0,0
2020-01-25,Taiwan,Taiwan,1/25/20 17:00,3,0,0,0,0,0,0
2020-01-25,Macau,Macau,1/25/20 17:00,2,0,0,0,0,0,0
2020-01-25,Washington,United States,1/25/20 17:00,1,0,0,1,0,2,0
2020-01-25,Illinois,United States,1/25/20 17:00,1,0,0,1,0,2,0
2020-01-25,Unknown,Japan,1/25/20 17:00,2,0,0,2,0,3,0
2020-01-25,Unknown,Thailand,1/25/20 17:00,7,0,0,0,0,4,0
2020-01-25,Unknown,South Korea,1/25/20 17:00,2,0,0,0,0,2,0
2020-01-25,Unknown,Singapore,1/25/20 17:00,3,0,0,2,0,3,0
2020-01-25,Unknown,Vietnam,1/25/20 17:00,2,0,0,0,0,2,0
2020-01-25,Unknown,France,1/25/20 17:00,3,0,0,0,0,3,0
2020-01-25,Unknown,Australia,1/25/20 17:00,4,0,0,0,0,3,0
2020-01-25,Unknown,Nepal,1/25/20 17:00,1,0,0,0,0,1,0
2020-01-25,Unknown,Malaysia,1/25/20 17:00,3,0,0,0,0,0,0
2020-01-26,Hubei,China,1/26/20 16:00,1058,52,42,688,15,1985,56
2020-01-26,Guangdong,China,1/26/20 16:00,111,0,2,688,15,1985,56
2020-01-26,Zhejiang,China,1/26/20 16:00,104,0,1,688,15,1985,56
2020-01-26,Henan,China,1/26/20 16:00,83,1,0,688,15,1985,56
2020-01-26,Chongqing,China,1/26/20 16:00,75,0,0,688,15,1985,56
2020-01-26,Hunan,China,1/26/20 16:00,69,0,0,688,15,1985,56
2020-01-26,Beijing,China,1/26/20 16:00,68,0,2,688,15,1985,56
2020-01-26,Anhui,China,1/26/20 16:00,60,0,0,688,15,1985,56
2020-01-26,Shandong,China,1/26/20 16:00,46,0,0,688,15,1985,56
2020-01-26,Sichuan,China,1/26/20 16:00,44,0,0,688,15,1985,56
2020-01-26,Shanghai,China,1/26/20 16:00,40,1,1,688,15,1985,56
2020-01-26,Guangxi,China,1/26/20 16:00,36,0,0,688,15,1985,56
2020-01-26,Jiangxi,China,1/26/20 16:00,36,0,0,688,15,1985,56
2020-01-26,Fujian,China,1/26/20 16:00,35,0,0,688,15,1985,56
2020-01-26,Jiangsu,China,1/26/20 16:00,33,0,1,688,15,1985,56
2020-01-26,Hainan,China,1/26/20 16:00,22,0,0,688,15,1985,56
2020-01-26,Shaanxi,China,1/26/20 16:00,22,0,0,688,15,1985,56
2020-01-26,Liaoning,China,1/26/20 16:00,21,0,0,688,15,1985,56
2020-01-26,Yunnan,China,1/26/20 16:00,16,0,0,688,15,1985,56
2020-01-26,Heilongjiang,China,1/26/20 16:00,15,1,0,688,15,1985,56
2020-01-26,Tianjin,China,1/26/20 16:00,14,0,0,688,15,1985,56
2020-01-26,Hebei,China,1/26/20 16:00,13,1,0,688,15,1985,56
2020-01-26,Shanxi,China,1/26/20 16:00,9,0,0,688,15,1985,56
2020-01-26,Inner Mongolia,China,1/26/20 16:00,7,0,0,688,15,1985,56
2020-01-26,Gansu,China,1/26/20 16:00,7,0,0,688,15,1985,56
2020-01-26,Guizhou,China,1/26/20 16:00,5,0,0,688,15,1985,56
2020-01-26,Ningxia,China,1/26/20 16:00,4,0,0,688,15,1985,56
2020-01-26,Jilin,China,1/26/20 16:00,4,0,0,688,15,1985,56
2020-01-26,Xinjiang,China,1/26/20 16:00,4,0,0,688,15,1985,56
2020-01-26,Qinghai,China,1/26/20 16:00,1,0,0,688,15,1985,56
2020-01-26,Hong Kong,Hong Kong,1/26/20 16:00,8,0,0,0,0,0,0
2020-01-26,Macau,Macau,1/26/20 16:00,5,0,0,0,0,0,0
2020-01-26,Taiwan,Taiwan,1/26/20 16:00,4,0,0,0,0,0,0
2020-01-26,Washington,United States,1/26/20 16:00,1,0,0,0,0,2,0
2020-01-26,Illinois,United States,1/26/20 16:00,1,0,0,0,0,2,0
2020-01-26,California,United States,1/26/20 16:00,2,0,0,0,0,2,0
2020-01-26,Arizona,United States,1/26/20 16:00,1,0,0,0,0,2,0
2020-01-26,Unknown,Japan,1/26/20 16:00,4,0,1,0,0,3,0
2020-01-26,Unknown,Thailand,1/26/20 16:00,8,0,2,1,0,5,0
2020-01-26,Unknown,South Korea,1/26/20 16:00,3,0,0,0,0,2,0
2020-01-26,Unknown,Singapore,1/26/20 16:00,4,0,0,1,0,4,0
2020-01-26,Unknown,Vietnam,1/26/20 16:00,2,0,0,0,0,2,0
2020-01-26,Unknown,France,1/26/20 16:00,3,0,0,0,0,3,0
2020-01-26,Unknown,Australia,1/26/20 16:00,4,0,0,1,0,4,0
2020-01-26,Unknown,Nepal,1/26/20 16:00,1,0,0,0,0,1,0
2020-01-26,Unknown,Malaysia,1/26/20 16:00,4,0,0,0,0,3,0
2020-01-26,Ontario,Canada,1/26/20 16:00,1,0,0,0,0,0,0
2020-01-27,Hubei,China,1/27/20 23:59,1423,76,45,776,24,2761,80
2020-01-27,Guangdong,China,1/27/20 23:59,151,0,4,776,24,2761,80
2020-01-27,Zhejiang,China,1/27/20 23:59,128,0,1,776,24,2761,80
2020-01-27,Henan,China,1/27/20 23:59,128,1,0,776,24,2761,80
2020-01-27,Chongqing,China,1/27/20 23:59,110,0,0,776,24,2761,80
2020-01-27,Hunan,China,1/27/20 23:59,100,0,0,776,24,2761,80
2020-01-27,Beijing,China,1/27/20 23:59,80,1,2,776,24,2761,80
2020-01-27,Shandong,China,1/27/20 23:59,75,0,0,776,24,2761,80
2020-01-27,Jiangxi,China,1/27/20 23:59,72,0,2,776,24,2761,80
2020-01-27,Anhui,China,1/27/20 23:59,70,0,0,776,24,2761,80
2020-01-27,Sichuan,China,1/27/20 23:59,69,0,0,776,24,2761,80
2020-01-27,Fujian,China,1/27/20 23:59,59,0,0,776,24,2761,80
2020-01-27,Shanghai,China,1/27/20 23:59,53,1,3,776,24,2761,80
2020-01-27,Jiangsu,China,1/27/20 23:59,47,0,1,776,24,2761,80
2020-01-27,Guangxi,China,1/27/20 23:59,46,0,0,776,24,2761,80
2020-01-27,Shaanxi,China,1/27/20 23:59,35,0,0,776,24,2761,80
2020-01-27,Hainan,China,1/27/20 23:59,33,1,0,776,24,2761,80
2020-01-27,Liaoning,China,1/27/20 23:59,27,0,0,776,24,2761,80
2020-01-27,Yunnan,China,1/27/20 23:59,26,0,0,776,24,2761,80
2020-01-27,Tianjin,China,1/27/20 23:59,23,0,0,776,24,2761,80
2020-01-27,Heilongjiang,China,1/27/20 23:59,21,1,0,776,24,2761,80
2020-01-27,Hebei,China,1/27/20 23:59,18,1,0,776,24,2761,80
2020-01-27,Gansu,China,1/27/20 23:59,14,0,0,776,24,2761,80
2020-01-27,Shanxi,China,1/27/20 23:59,13,0,0,776,24,2761,80
2020-01-27,Inner Mongolia,China,1/27/20 23:59,11,0,0,776,24,2761,80
2020-01-27,Guizhou,China,1/27/20 23:59,7,0,0,776,24,2761,80
2020-01-27,Ningxia,China,1/27/20 23:59,7,0,0,776,24,2761,80
2020-01-27,Jilin,China,1/27/20 23:59,6,0,0,776,24,2761,80
2020-01-27,Qinghai,China,1/27/20 23:59,6,0,0,776,24,2761,80
2020-01-27,Xinjiang,China,1/27/20 23:59,5,0,0,776,24,2761,80
2020-01-27,Hong Kong,Hong Kong,1/27/20 23:59,8,0,0,0,0,0,0
2020-01-27,Macau,Macau,1/27/20 23:59,6,0,0,0,0,0,0
2020-01-27,Taiwan,Taiwan,1/27/20 23:59,5,0,0,0,0,0,0
2020-01-27,Washington,United States,1/27/20 23:59,1,0,0,3,0,5,0
2020-01-27,Illinois,United States,1/27/20 23:59,1,0,0,3,0,5,0
2020-01-27,California,United States,1/27/20 23:59,2,0,0,3,0,5,0
2020-01-27,Arizona,United States,1/27/20 23:59,1,0,0,3,0,5,0
2020-01-27,Unknown,Japan,1/27/20 23:59,4,0,1,1,0,4,0
2020-01-27,Unknown,Thailand,1/27/20 23:59,8,0,2,0,0,5,0
2020-01-27,Unknown,South Korea,1/27/20 23:59,4,0,0,2,0,4,0
2020-01-27,Unknown,Singapore,1/27/20 23:59,5,0,0,0,0,4,0
2020-01-27,Unknown,Vietnam,1/27/20 23:59,2,0,0,0,0,2,0
2020-01-27,Unknown,France,1/27/20 23:59,3,0,0,0,0,3,0
2020-01-27,Unknown,Nepal,1/27/20 23:59,1,0,0,0,0,1,0
2020-01-27,Unknown,Malaysia,1/27/20 23:59,4,0,0,1,0,4,0
2020-01-27,Ontario,Canada,1/27/20 23:59,1,0,0,0,0,1,0
2020-01-27,Unknown,Cambodia,1/27/20 23:59,1,0,0,0,0,0,0
2020-01-27,Unknown,Sri Lanka,1/27/20 23:59,1,0,0,0,0,0,0
2020-01-27,Unknown,Cote d'Ivoire,1/27/20 23:59,1,0,0,0,0,0,0
2020-01-27,New South Wales,Australia,1/27/20 23:59,4,0,0,0,0,4,0
2020-01-27,Victoria,Australia,1/27/20 23:59,1,0,0,0,0,4,0
2020-01-28,Hubei,China,1/28/20 23:00,3554,125,80,1776,26,4537,106
2020-01-28,Guangdong,China,1/28/20 23:00,207,0,4,1776,26,4537,106
2020-01-28,Zhejiang,China,1/28/20 23:00,173,0,3,1776,26,4537,106
2020-01-28,Henan,China,1/28/20 23:00,168,1,0,1776,26,4537,106
2020-01-28,Hunan,China,1/28/20 23:00,143,0,0,1776,26,4537,106
2020-01-28,Chongqing,China,1/28/20 23:00,132,0,0,1776,26,4537,106
2020-01-28,Jiangxi,China,1/28/20 23:00,109,0,3,1776,26,4537,106
2020-01-28,Anhui,China,1/28/20 23:00,106,0,0,1776,26,4537,106
2020-01-28,Shandong,China,1/28/20 23:00,95,0,0,1776,26,4537,106
2020-01-28,Beijing,China,1/28/20 23:00,91,1,4,1776,26,4537,106
2020-01-28,Sichuan,China,1/28/20 23:00,90,0,0,1776,26,4537,106
2020-01-28,Fujian,China,1/28/20 23:00,80,0,0,1776,26,4537,106
2020-01-28,Jiangsu,China,1/28/20 23:00,70,0,1,1776,26,4537,106
2020-01-28,Shanghai,China,1/28/20 23:00,66,1,4,1776,26,4537,106
2020-01-28,Guangxi,China,1/28/20 23:00,51,0,2,1776,26,4537,106
2020-01-28,Shaanxi,China,1/28/20 23:00,46,0,0,1776,26,4537,106
2020-01-28,Yunnan,China,1/28/20 23:00,44,0,0,1776,26,4537,106
2020-01-28,Hainan,China,1/28/20 23:00,40,1,0,1776,26,4537,106
2020-01-28,Liaoning,China,1/28/20 23:00,34,0,0,1776,26,4537,106
2020-01-28,Hebei,China,1/28/20 23:00,33,1,0,1776,26,4537,106
2020-01-28,Heilongjiang,China,1/28/20 23:00,33,1,0,1776,26,4537,106
2020-01-28,Shanxi,China,1/28/20 23:00,27,0,0,1776,26,4537,106
2020-01-28,Tianjin,China,1/28/20 23:00,24,0,0,1776,26,4537,106
2020-01-28,Gansu,China,1/28/20 23:00,19,0,0,1776,26,4537,106
2020-01-28,Inner Mongolia,China,1/28/20 23:00,15,0,0,1776,26,4537,106
2020-01-28,Ningxia,China,1/28/20 23:00,11,0,0,1776,26,4537,106
2020-01-28,Xinjiang,China,1/28/20 23:00,10,0,0,1776,26,4537,106
2020-01-28,Guizhou,China,1/28/20 23:00,9,0,0,1776,26,4537,106
2020-01-28,Jilin,China,1/28/20 23:00,8,0,0,1776,26,4537,106
2020-01-28,Qinghai,China,1/28/20 23:00,6,0,0,1776,26,4537,106
2020-01-28,Taiwan,Taiwan,1/28/20 23:00,8,0,0,0,0,0,0
2020-01-28,Hong Kong,Hong Kong,1/28/20 23:00,8,0,0,0,0,0,0
2020-01-28,Macau,Macau,1/28/20 23:00,7,0,0,0,0,0,0
2020-01-28,Washington,United States,1/28/20 23:00,1,0,0,0,0,5,0
2020-01-28,Illinois,United States,1/28/20 23:00,1,0,0,0,0,5,0
2020-01-28,California,United States,1/28/20 23:00,2,0,0,0,0,5,0
2020-01-28,Arizona,United States,1/28/20 23:00,1,0,0,0,0,5,0
2020-01-28,Unknown,Japan,1/28/20 23:00,7,0,1,2,0,6,0
2020-01-28,Unknown,Thailand,1/28/20 23:00,14,0,5,9,0,14,0
2020-01-28,Unknown,South Korea,1/28/20 23:00,4,0,0,0,0,4,0
2020-01-28,Unknown,Singapore,1/28/20 23:00,7,0,0,3,0,7,0
2020-01-28,Unknown,Vietnam,1/28/20 23:00,2,0,0,0,0,2,0
2020-01-28,Unknown,France,1/28/20 23:00,4,0,0,0,0,3,0
2020-01-28,Unknown,Nepal,1/28/20 23:00,1,0,0,0,0,1,0
2020-01-28,Unknown,Malaysia,1/28/20 23:00,4,0,0,0,0,4,0
2020-01-28,Ontario,Canada,1/28/20 23:00,1,0,0,1,0,2,0
2020-01-28,British Columbia,Canada,1/28/20 23:00,1,0,0,1,0,2,0
2020-01-28,Unknown,Cambodia,1/28/20 23:00,1,0,0,0,0,1,0
2020-01-28,Unknown,Sri Lanka,1/28/20 23:00,1,0,0,0,0,1,0
2020-01-28,New South Wales,Australia,1/28/20 23:00,4,0,0,1,0,5,0
2020-01-28,Victoria,Australia,1/28/20 23:00,1,0,0,1,0,5,0
2020-01-28,Bavaria,Germany,1/28/20 23:00,4,0,0,0,0,1,0
2020-01-29,Hubei,China,1/29/20 19:30,3554,125,88,1460,26,5997,132
2020-01-29,Zhejiang,China,1/29/20 19:30,296,0,3,1460,26,5997,132
2020-01-29,Guangdong,China,1/29/20 19:30,277,0,5,1460,26,5997,132
2020-01-29,Hunan,China,1/29/20 19:30,221,0,0,1460,26,5997,132
2020-01-29,Henan,China,1/29/20 19:30,206,2,1,1460,26,5997,132
2020-01-29,Anhui,China,1/29/20 19:30,152,0,2,1460,26,5997,132
2020-01-29,Chongqing,China,1/29/20 19:30,147,0,1,1460,26,5997,132
2020-01-29,Shandong,China,1/29/20 19:30,130,0,1,1460,26,5997,132
2020-01-29,Beijing,China,1/29/20 19:30,111,1,4,1460,26,5997,132
2020-01-29,Jiangxi,China,1/29/20 19:30,109,0,3,1460,26,5997,132
2020-01-29,Sichuan,China,1/29/20 19:30,108,1,1,1460,26,5997,132
2020-01-29,Jiangsu,China,1/29/20 19:30,99,0,1,1460,26,5997,132
2020-01-29,Shanghai,China,1/29/20 19:30,96,1,5,1460,26,5997,132
2020-01-29,Fujian,China,1/29/20 19:30,84,0,0,1460,26,5997,132
2020-01-29,Guangxi,China,1/29/20 19:30,58,0,2,1460,26,5997,132
2020-01-29,Shaanxi,China,1/29/20 19:30,56,0,0,1460,26,5997,132
2020-01-29,Yunnan,China,1/29/20 19:30,55,0,0,1460,26,5997,132
2020-01-29,Hebei,China,1/29/20 19:30,48,1,0,1460,26,5997,132
2020-01-29,Hainan,China,1/29/20 19:30,43,1,0,1460,26,5997,132
2020-01-29,Liaoning,China,1/29/20 19:30,39,0,1,1460,26,5997,132
2020-01-29,Heilongjiang,China,1/29/20 19:30,38,1,0,1460,26,5997,132
2020-01-29,Tianjin,China,1/29/20 19:30,27,0,0,1460,26,5997,132
2020-01-29,Shanxi,China,1/29/20 19:30,27,0,1,1460,26,5997,132
2020-01-29,Gansu,China,1/29/20 19:30,24,0,0,1460,26,5997,132
2020-01-29,Inner Mongolia,China,1/29/20 19:30,16,0,0,1460,26,5997,132
2020-01-29,Xinjiang,China,1/29/20 19:30,13,0,0,1460,26,5997,132
2020-01-29,Ningxia,China,1/29/20 19:30,12,0,0,1460,26,5997,132
